# concept_id	category	preferred_zh	preferred_en	preferred_abbr	status	notes	source
# - concept_id: stable id, lowercase with hyphens, e.g. neutral-beam-injection
# - preferred_en MAY be a phrase (registry-level concept name). IME export must split into tokens.
# - status: active|deprecated|draft
# - source: corpus|GB/T-4960.9|ITER-glossary|IAEA-safety-glossary (provenance of the term)
fusion-reactor	concept	聚变堆	fusion reactor		active	General fusion reactor (not specific FPP/pilot plant)	corpus
fusion-device	concept	聚变装置	fusion device		active	General fusion experimental device	corpus
nuclear-fusion	concept	核聚变	nuclear fusion		active	Nuclear fusion (general)	corpus
neutron-transport	concept	中子输运	neutron transport		active	Neutron transport (general)	corpus
neutron-shielding	concept	中子屏蔽	neutron shielding		active	Neutron-specific shielding	corpus
liquid-metal	concept	液态金属	liquid metal		active	Liquid metal (general, not only coolant)	corpus
cooling-system	system	冷却系统	cooling system		active	General cooling system	corpus
containment	concept	安全壳	containment		active	Reactor containment structure	corpus
safety-analysis	method	安全分析	safety analysis		active	Nuclear safety analysis	corpus
radiation-protection	concept	辐射防护	radiation protection		active	Radiation protection (distinct from shielding)	corpus
conceptual-design	method	概念设计	conceptual design		active	Conceptual design phase	corpus
structural-design	method	结构设计	structural design		active	Structural design	corpus
computational-method	method	计算方法	computational method		active	Computational/numerical method	corpus

# ==== Batch 55: General Scientific & Engineering Methodology ====
benchmark	method	基准测试	benchmark		active	General V&V methodology; code-to-experiment comparison	corpus
validation	method	验证	validation		active	V&V: proving model agrees with experiment	corpus
verification	method	校核	verification		active	V&V: proving code correctly implements math model	corpus
sensitivity-analysis	method	灵敏度分析	sensitivity analysis		active	Quantifying output variation from input perturbation	corpus
parametric-study	method	参数化研究	parametric study		active	Systematic parameter sweep (distinct from parametric-instability)	corpus
best-estimate	method	最佳估算	best estimate		active	Realistic calculation without conservative margins	corpus
conservative-estimate	method	保守估算	conservative estimate		active	Calculation with deliberate safety margins	corpus
design-margin	metric	设计裕度	design margin		active	Gap between design value and limiting threshold	corpus
code-to-code-comparison	method	程序间比较	code-to-code comparison		active	Comparing results from different codes on the same problem	corpus
figure-of-merit	metric	品质因数	figure of merit	FOM	active	Single scalar performance indicator	corpus
error-propagation	method	误差传播	error propagation		active	Propagation of uncertainties through a model	corpus
convergence-criterion	concept	收敛准则	convergence criterion		active	Threshold for iterative solution convergence	corpus
mesh-independence	method	网格无关性	mesh independence		active	Also called grid convergence study	corpus
dimensional-analysis	method	量纲分析	dimensional analysis		active	Buckingham Pi theorem and dimensionless groups	corpus
empirical-correlation	method	经验关联式	empirical correlation		active	Data-fitted engineering formula	corpus
analytical-solution	concept	解析解	analytical solution		active	Closed-form mathematical solution	corpus
numerical-solution	concept	数值解	numerical solution		active	Discrete approximation to governing equations	corpus
boundary-condition	concept	边界条件	boundary condition	BC	active	Constraint on solution at domain boundary	corpus
initial-condition	concept	初始条件	initial condition	IC	active	Solution state at t=0	corpus
transient-analysis	method	瞬态分析	transient analysis		active	Time-dependent simulation	corpus
coupled-analysis	method	耦合分析	coupled analysis		active	Multi-physics coupled simulation	corpus
multiphysics	concept	多物理场	multiphysics		active	Simultaneous solution of multiple physics domains	corpus
response-surface	method	响应面	response surface	RSM	active	Response surface methodology for optimization	corpus
latin-hypercube-sampling	method	拉丁超立方抽样	Latin hypercube sampling	LHS	active	Stratified sampling method for UQ	corpus
monte-carlo-sampling	method	蒙特卡罗抽样	Monte Carlo sampling		active	Random sampling for statistical estimation	corpus
goodness-of-fit	metric	拟合优度	goodness of fit		active	Statistical measure of model-data agreement	corpus

# ==== Batch 56: HPC / Parallel Computing / Workflow ====
mpi	code	消息传递接口	MPI	MPI	active	Message Passing Interface for distributed parallel computing	corpus
openmp	code	OpenMP	OpenMP	OpenMP	active	Shared-memory parallel programming API	corpus
gpu-offloading	method	GPU卸载	GPU offloading		active	Offloading computation to GPU accelerators	corpus
slurm	code	SLURM	SLURM	SLURM	active	Simple Linux Utility for Resource Management	corpus
pbs	code	PBS	PBS	PBS	active	Portable Batch System job scheduler	corpus
batch-job	concept	批作业	batch job		active	Non-interactive queued computational job	corpus
compute-node	concept	计算节点	compute node		active	HPC cluster worker node (distinct from mesh node)	corpus
cpu-core	concept	CPU核心	CPU core		active	Processor core (distinct from plasma core)	corpus
walltime	metric	墙钟时间	walltime		active	Elapsed real-time for a job	corpus
scalability	metric	可扩展性	scalability		active	Performance improvement with added resources	corpus
load-balancing	method	负载均衡	load balancing		active	Distributing work evenly across processors	corpus
apptainer	code	Apptainer	Apptainer		active	HPC container runtime (formerly Singularity)	corpus
singularity	code	Singularity	Singularity		active	Former name of Apptainer container runtime	corpus
container	concept	容器	container		active	OS-level virtualization for reproducible computing	corpus
ci-cd	method	持续集成/持续部署	CI/CD	CI/CD	active	Continuous Integration / Continuous Deployment	corpus
regression-test	method	回归测试	regression test		active	Testing to ensure changes don't break existing functionality	corpus
domain-decomposition	method	区域分解	domain decomposition		active	Partitioning computational domain for parallel execution	corpus
thread	concept	线程	thread		active	Lightweight execution unit within a process	corpus
os-process	concept	进程	process		active	OS-level process (distinct from PROCESS code)	corpus
parallel-efficiency	metric	并行效率	parallel efficiency		active	Ratio of speedup to processor count	corpus
speedup	metric	加速比	speedup		active	Performance gain from parallelization	corpus
amdahls-law	concept	Amdahl定律	Amdahl's law		active	Upper bound on parallel speedup	corpus
strong-scaling	concept	强扩展	strong scaling		active	Fixed problem size, increasing processors	corpus
weak-scaling	concept	弱扩展	weak scaling		active	Problem size proportional to processor count	corpus
memory-bandwidth	metric	内存带宽	memory bandwidth		active	Data transfer rate between memory and CPU	corpus
cache-miss	concept	缓存未命中	cache miss		active	Failed cache lookup requiring main memory access	corpus
interconnect	concept	互联网络	interconnect		active	Network connecting HPC nodes	corpus
infiniband	concept	InfiniBand	InfiniBand		active	High-bandwidth low-latency interconnect	corpus
job-scheduler	code	作业调度器	job scheduler		active	Software managing HPC job queue	corpus
queue	concept	队列	queue		active	Job scheduling queue/partition	corpus
ssh-tunnel	method	SSH隧道	SSH tunnel		active	Encrypted forwarding of network connections	corpus
environment-module	code	环境模块	environment module		active	Dynamic modification of shell environment (module load)	corpus
scratch-filesystem	concept	临时文件系统	scratch filesystem		active	HPC temporary high-speed storage	corpus
checkpoint-restart	method	断点续算	checkpoint/restart		active	Saving/restoring computation state for fault tolerance	corpus
profiler	code	性能分析器	profiler		active	Performance analysis tool (gprof, perf, VTune)	corpus

# ==== Batch 57: MC & Deterministic Transport Methods ====
track-length-estimator	method	径迹长度估计器	track-length estimator		active	MC tally type based on track length through cell	corpus
collision-estimator	method	碰撞估计器	collision estimator		active	MC tally type based on collision events	corpus
surface-current-tally	method	面电流计数	surface current tally		active	MC tally counting particles crossing a surface	corpus
cell-flux-tally	method	栅元通量计数	cell flux tally		active	MC tally averaging flux over a cell volume	corpus
mesh-tally	method	网格计数	mesh tally		active	MC tally on a superimposed mesh	corpus
cadis	method	CADIS	CADIS	CADIS	active	Consistent Adjoint Driven Importance Sampling	corpus
fw-cadis	method	FW-CADIS	FW-CADIS	FW-CADIS	active	Forward-Weighted CADIS for global variance reduction	corpus
source-biasing	method	源偏倚	source biasing		active	Biasing source particle sampling for variance reduction	corpus
geometry-splitting	method	几何劈裂	geometry splitting		active	Cell importance-based variance reduction	corpus
russian-roulette	method	俄罗斯轮盘赌	Russian roulette		active	Probabilistic particle termination for variance reduction	corpus
implicit-capture	method	隐式俘获	implicit capture		active	Survival biasing: reduce weight instead of killing particle	corpus
forced-collision	method	强制碰撞	forced collision		active	Force particle interaction in specified cell	corpus
dxtran-sphere	method	DXTRAN球	DXTRAN sphere		active	MCNP-specific deterministic transport to a sphere	corpus
shannon-entropy	metric	Shannon熵	Shannon entropy		active	Fission source convergence diagnostic	corpus
keff	metric	有效增殖因数	k-effective	keff	active	Effective neutron multiplication factor	corpus
adjoint-transport	method	伴随输运	adjoint transport		active	Backward particle transport for importance estimation	corpus
hybrid-method	method	混合方法	hybrid method		active	Combined MC and deterministic transport approach	corpus
discrete-ordinates	method	离散纵标法	discrete ordinates		active	Deterministic method solving transport eqn on angular grid	corpus
method-of-characteristics	method	特征线法	method of characteristics	MOC	active	Deterministic transport method tracing characteristic lines	corpus
diffusion-equation	concept	扩散方程	diffusion equation		active	Simplified neutron transport equation	corpus
transport-equation	concept	输运方程	transport equation		active	Boltzmann transport equation for particle transport	corpus
eigenvalue-problem	concept	本征值问题	eigenvalue problem		active	keff criticality problem formulation	corpus
fixed-source	concept	固定源	fixed source		active	External source problem (shielding/activation)	corpus
criticality-calculation	method	临界计算	criticality calculation		active	Computing keff for fissile systems	corpus
source-convergence	concept	源收敛	source convergence		active	Fission source distribution convergence	corpus
relative-error	metric	相对误差	relative error		active	MC statistical uncertainty measure	corpus
tally-reliability	metric	计数可靠性	tally reliability		active	MC tally statistical quality (10 tests)	corpus
particle-splitting	method	粒子劈裂	particle splitting		active	Creating multiple lower-weight particles at importance boundary	corpus
energy-cutoff	concept	能量截断	energy cutoff		active	Minimum energy for particle tracking	corpus
time-cutoff	concept	时间截断	time cutoff		active	Maximum time for particle tracking	corpus
coupled-neutron-photon	method	中子-光子耦合输运	coupled neutron-photon transport		active	Simultaneous neutron and photon transport	corpus
analog-monte-carlo	method	模拟蒙特卡罗	analog Monte Carlo		active	MC without variance reduction techniques	corpus
importance-function	concept	重要性函数	importance function		active	Adjoint flux used for variance reduction	corpus
response-function	concept	响应函数	response function		active	Detector/tally response kernel	corpus

# ==== Batch 58: Nuclear Data Processing & Burnup ====
continuous-energy	concept	连续能量	continuous energy	CE	active	Continuous-energy Monte Carlo (vs multigroup)	corpus
multigroup	concept	多群	multigroup	MG	active	Multigroup discretization of energy variable	corpus
ace-format	concept	ACE格式	ACE format	ACE	active	A Compact ENDF data format for MC codes	corpus
endf-format	concept	ENDF格式	ENDF format	ENDF	active	Evaluated Nuclear Data File format	corpus
njoy	code	NJOY	NJOY	NJOY	active	Nuclear data processing code system	corpus
cross-section-processing	method	截面处理	cross section processing		active	Processing evaluated data into transport-ready format	corpus
thermal-scattering	concept	热散射	thermal scattering		active	Neutron scattering from bound atoms at thermal energies	corpus
s-alpha-beta	concept	S(α,β)	S(alpha,beta)		active	Thermal scattering law data	corpus
depletion	method	燃耗	depletion		active	Time evolution of nuclide inventory under irradiation	corpus
decay-chain	concept	衰变链	decay chain		active	Sequence of radioactive decays	corpus
bateman-equation	concept	Bateman方程	Bateman equation		active	ODEs governing nuclide transmutation/decay	corpus
fission-yield	metric	裂变产额	fission yield		active	Probability of producing a specific fission product	corpus
resonance-self-shielding	concept	共振自屏效应	resonance self-shielding		active	Flux depression in resonance energy range	corpus
unresolved-resonance-region	concept	非分辨共振区	unresolved resonance region	URR	active	Energy range where resonances overlap statistically	corpus
resolved-resonance-region	concept	分辨共振区	resolved resonance region	RRR	active	Energy range where individual resonances are resolved	corpus
probability-table	method	概率表	probability table		active	URR treatment method using probability distributions	corpus
reaction-rate	metric	反应率	reaction rate		active	Number of nuclear reactions per unit time	corpus
microscopic-cross-section	metric	微观截面	microscopic cross section		active	Cross section per target nucleus (barns)	corpus
macroscopic-cross-section	metric	宏观截面	macroscopic cross section		active	Cross section per unit volume (1/cm)	corpus
lethargy	concept	对数能降	lethargy		active	Logarithmic energy variable u=ln(E0/E)	corpus
spectrum-weighting	method	谱加权	spectrum weighting		active	Weighting cross sections by energy spectrum	corpus
group-collapse	method	群并	group collapse		active	Reducing number of energy groups	corpus
kerma-factor	metric	KERMA因子	KERMA factor		active	Kinetic energy released per unit mass factor	corpus
atom-density	metric	原子密度	atom density		active	Number density of atoms (atoms/barn-cm)	corpus
isotopic-composition	concept	同位素组成	isotopic composition		active	Relative abundance of isotopes in a material	corpus
burnup	metric	燃耗深度	burnup		active	Integrated energy production per unit mass (GWd/tHM)	corpus

# ==== Batch 59: CAD & Geometry Modeling ====
csg	method	构造实体几何	constructive solid geometry	CSG	active	Boolean-based solid modeling	corpus
b-rep	method	边界表示	boundary representation	B-rep	active	Surface-based solid representation	corpus
faceted-geometry	concept	面片化几何	faceted geometry		active	Triangulated surface geometry (DAGMC etc)	corpus
cubit	code	Cubit	Cubit		active	Sandia/Coreform mesh generation tool	corpus
trelis	code	Trelis	Trelis		active	Former commercial Cubit; now Coreform Cubit	corpus
mcam	code	MCAM	MCAM		active	MC Auto-Modeling system	corpus
tetrahedral-mesh	concept	四面体网格	tetrahedral mesh		active	Tet mesh for FEM/MC	corpus
hexahedral-mesh	concept	六面体网格	hexahedral mesh		active	Hex mesh for FEM	corpus
voxel-model	concept	体素模型	voxel model		active	Structured voxelized geometry	corpus
cad-to-mc-conversion	method	CAD到MC转换	CAD-to-MC conversion		active	Converting CAD to MC transport geometry	corpus
step-format	concept	STEP格式	STEP format		active	ISO 10303 CAD exchange format	corpus
iges-format	concept	IGES格式	IGES format		active	Initial Graphics Exchange Specification	corpus
stl-format	concept	STL格式	STL format		active	Stereolithography triangle mesh format	corpus
imprinting	method	几何压印	imprinting		active	CAD repair: surface imprint at shared faces	corpus
merging	method	几何合并	merging		active	CAD repair: merge coincident surfaces	corpus
graveyard	concept	墓碑区	graveyard		active	MC geometry outer boundary region	corpus
void-region	concept	空区域	void region		active	Non-material space in MC geometry	corpus
watertight-geometry	concept	水密几何	watertight geometry		active	Gap-free geometry required by DAGMC	corpus
surface-mesh	concept	表面网格	surface mesh		active	Triangulated surface representation	corpus
opencascade	code	OpenCASCADE	OpenCASCADE	OCC	active	Open-source CAD kernel	corpus
moab	code	MOAB	MOAB		active	Mesh-Oriented datABase	corpus
dagmc	code	DAGMC	DAGMC		active	Direct Accelerated Geometry Monte Carlo	corpus
paramak	code	Paramak	Paramak		active	Parametric fusion geometry generator	corpus
cad-simplification	method	CAD简化	CAD simplification		active	Removing detail for MC/FEM	corpus
conformal-mesh	concept	适体网格	conformal mesh		active	Body-fitted unstructured mesh	corpus

# ==== Batch 60: Radiation Protection & Dosimetry ====
ambient-dose-equivalent	metric	周围剂量当量	ambient dose equivalent		active	H*(10) operational dose quantity	corpus
dose-conversion-coefficient	metric	剂量转换系数	dose conversion coefficient	DCC	active	Fluence-to-dose conversion factor	corpus
icrp	organization	ICRP	ICRP	ICRP	active	International Commission on Radiological Protection	corpus
quality-factor	metric	品质因子	quality factor		active	Radiation quality factor Q (not circuit Q)	corpus
organ-dose	metric	器官剂量	organ dose		active	Absorbed dose to specific organ	corpus
committed-effective-dose	metric	待积有效剂量	committed effective dose		active	Integrated effective dose from internal exposure	corpus
annual-limit-of-intake	limit	年摄入量限值	annual limit of intake	ALI	active	Max annual intake of radionuclide	corpus
absorbed-dose	metric	吸收剂量	absorbed dose		active	Energy deposited per unit mass (Gy)	corpus
fluence	metric	注量	fluence		active	Particle flux time-integral (particles/cm²)	corpus
linear-energy-transfer	metric	线性能量传递	linear energy transfer	LET	active	Energy deposited per unit path length	corpus
biological-shielding	concept	生物屏蔽体	biological shielding		active	Shielding to protect personnel	corpus
radiation-weighting-factor	metric	辐射权重因子	radiation weighting factor		active	w_R factor for equivalent dose	corpus
tissue-weighting-factor	metric	组织权重因子	tissue weighting factor		active	w_T factor for effective dose	corpus
personal-dose-equivalent	metric	个人剂量当量	personal dose equivalent		active	Hp(d) operational dose quantity	corpus
collective-dose	metric	集体剂量	collective dose		active	Population dose (person-Sv)	corpus
specific-activity	metric	比活度	specific activity		active	Activity per unit mass (Bq/kg)	corpus
half-life	metric	半衰期	half-life		active	Radioactive decay half-life	corpus
shielding-analysis	method	屏蔽分析	shielding analysis		active	Radiation shielding calculation	corpus
streaming	concept	辐射流窜	streaming		active	Radiation streaming through ducts/gaps	corpus
buildup-factor	metric	累积因子	buildup factor		active	Ratio of total to uncollided dose	corpus

# ==== Batch 61: Materials Science & Mechanics ====
tensile-test	method	拉伸试验	tensile test		active	Uniaxial tensile test	corpus
fracture-toughness	metric	断裂韧性	fracture toughness		active	Resistance to crack propagation (MPa·m^0.5)	corpus
yield-strength	metric	屈服强度	yield strength		active	Stress at onset of plastic deformation	corpus
ultimate-tensile-strength	metric	极限抗拉强度	ultimate tensile strength	UTS	active	Maximum engineering stress	corpus
thermal-conductivity	metric	热导率	thermal conductivity		active	Heat conduction rate W/(m·K)	corpus
youngs-modulus	metric	杨氏模量	Young's modulus		active	Elastic stiffness constant	corpus
charpy-impact	method	夏比冲击	Charpy impact test		active	Impact toughness test	corpus
low-cycle-fatigue	concept	低周疲劳	low-cycle fatigue	LCF	active	Fatigue under high strain amplitude	corpus
high-cycle-fatigue	concept	高周疲劳	high-cycle fatigue	HCF	active	Fatigue under low strain/high cycle	corpus
stress-intensity-factor	metric	应力强度因子	stress intensity factor		active	Crack-tip stress field parameter	corpus
crack-growth-rate	metric	裂纹扩展速率	crack growth rate		active	da/dN crack propagation rate	corpus
stress-corrosion-cracking	concept	应力腐蚀开裂	stress-corrosion cracking	SCC	active	Environment-assisted cracking	corpus
small-punch-test	method	小冲杆试验	small punch test	SPT	active	Miniature specimen test	corpus
microstructure	concept	微观结构	microstructure		active	Material structure at micro scale	corpus
grain-boundary	concept	晶界	grain boundary		active	Interface between crystalline grains	corpus
dislocation	concept	位错	dislocation		active	Crystal lattice line defect	corpus
hardness	metric	硬度	hardness		active	Resistance to indentation	corpus
elastic-modulus	metric	弹性模量	elastic modulus		active	General elastic stiffness	corpus
poissons-ratio	metric	泊松比	Poisson's ratio		active	Ratio of lateral to axial strain	corpus
coefficient-of-thermal-expansion	metric	热膨胀系数	coefficient of thermal expansion	CTE	active	Thermal expansion rate	corpus
residual-stress	metric	残余应力	residual stress		active	Stress remaining after processing	corpus
welding	method	焊接	welding		active	Joining process by fusion	corpus
heat-affected-zone	concept	热影响区	heat-affected zone	HAZ	active	Zone around weld affected by heat	corpus
non-destructive-testing	method	无损检测	non-destructive testing	NDT	active	Inspection without damage	corpus
scanning-electron-microscopy	method	扫描电子显微镜	scanning electron microscopy	SEM	active	Surface imaging technique	corpus
transmission-electron-microscopy	method	透射电子显微镜	transmission electron microscopy		active	Through-sample imaging technique	corpus
x-ray-diffraction	method	X射线衍射	X-ray diffraction	XRD	active	Crystal structure analysis	corpus
energy-dispersive-spectroscopy	method	能谱分析	energy-dispersive spectroscopy	EDS	active	Elemental composition analysis	corpus
nanoindentation	method	纳米压痕	nanoindentation		active	Nano-scale hardness measurement	corpus
fractography	method	断口分析	fractography		active	Fracture surface analysis	corpus

# ==== Batch 62: Thermal-Hydraulics ====
heat-transfer-coefficient	metric	换热系数	heat transfer coefficient		active	Convective heat transfer rate	corpus
nusselt-number	metric	努塞尔数	Nusselt number	Nu	active	Dimensionless heat transfer ratio	corpus
reynolds-number	metric	雷诺数	Reynolds number	Re	active	Dimensionless flow regime number	corpus
prandtl-number	metric	普朗特数	Prandtl number	Pr	active	Momentum/thermal diffusivity ratio	corpus
pressure-drop	metric	压降	pressure drop		active	General pressure loss (distinct from MHD pressure drop)	corpus
critical-heat-flux	metric	临界热流密度	critical heat flux	CHF	active	Maximum heat flux before burnout	corpus
subcooled-boiling	concept	过冷沸腾	subcooled boiling		active	Boiling below saturation temperature	corpus
natural-convection	concept	自然对流	natural convection		active	Buoyancy-driven flow	corpus
forced-convection	concept	强制对流	forced convection		active	Pump/fan-driven flow	corpus
two-phase-flow	concept	两相流	two-phase flow		active	Gas-liquid flow	corpus
single-phase-flow	concept	单相流	single-phase flow		active	Single-phase fluid flow	corpus
turbulent-flow	concept	湍流	turbulent flow		active	High-Re chaotic flow	corpus
laminar-flow	concept	层流	laminar flow		active	Low-Re ordered flow	corpus
mass-flow-rate	metric	质量流量	mass flow rate		active	kg/s fluid mass flow	corpus
volumetric-flow-rate	metric	体积流量	volumetric flow rate		active	m³/s fluid volume flow	corpus
working-fluid	concept	工质	working fluid		active	Fluid in thermodynamic cycle	corpus
thermal-hydraulic-analysis	method	热工水力分析	thermal-hydraulic analysis		active	TH analysis methodology	corpus
thermal-stress	metric	热应力	thermal stress		active	Stress from temperature gradient	corpus
grashof-number	metric	格拉晓夫数	Grashof number	Gr	active	Natural convection parameter	corpus
rayleigh-number	metric	瑞利数	Rayleigh number	Ra	active	Natural convection onset criterion	corpus
friction-factor	metric	摩擦系数	friction factor		active	Pipe friction coefficient	corpus
flow-distribution	concept	流量分配	flow distribution		active	Coolant flow allocation	corpus
pressure-vessel	system	压力容器	pressure vessel		active	Pressure-retaining vessel	corpus

# ==== Batch 63: Software Engineering ====
api	concept	API	API	API	active	Application Programming Interface	corpus
sdk	concept	SDK	SDK	SDK	active	Software Development Kit	corpus
refactoring	method	重构	refactoring		active	Code restructuring without changing behavior	corpus
software-dependency	concept	软件依赖	dependency		active	Software package dependency (not physical)	corpus
unit-test	method	单元测试	unit test		active	Test of individual code units	corpus
integration-test	method	集成测试	integration test		active	Test of combined components	corpus
parser	concept	解析器	parser		active	Input parsing component	corpus
serialization	method	序列化	serialization		active	Object-to-byte-stream conversion	corpus
wrapper	concept	封装器	wrapper		active	Thin interface layer around library/API	corpus
binding	concept	绑定	binding		active	Language binding/interface	corpus
callback	concept	回调	callback		active	Deferred function invocation	corpus
asynchronous	concept	异步	asynchronous		active	Non-blocking execution model	corpus
version-control	method	版本控制	version control		active	Source code version management	corpus
git	code	Git	Git		active	Distributed version control system	corpus
code-review	method	代码审查	code review		active	Peer review of source code	corpus
debugging	method	调试	debugging		active	Finding and fixing defects	corpus
logging	method	日志记录	logging		active	Runtime event recording	corpus
exception-handling	method	异常处理	exception handling		active	Runtime error management	corpus
design-pattern	concept	设计模式	design pattern		active	Reusable software design solution	corpus
object-oriented-programming	method	面向对象编程	object-oriented programming	OOP	active	OOP paradigm	corpus
scripting	method	脚本编程	scripting		active	Interpreted script-based programming	corpus
build-system	concept	构建系统	build system		active	CMake/Make/Meson etc	corpus
cmake	code	CMake	CMake		active	Cross-platform build system generator	corpus
makefile	concept	Makefile	Makefile		active	Make build specification file	corpus
linker	concept	链接器	linker		active	Object file linking tool	corpus
compiler	concept	编译器	compiler		active	Source-to-binary translator	corpus
interpreter	concept	解释器	interpreter		active	Runtime source code executor	corpus
shared-library	concept	共享库	shared library		active	Dynamically linked library (.so/.dll)	corpus
package-manager	code	包管理器	package manager		active	pip/conda/apt etc	corpus
documentation	concept	文档	documentation		active	Software/project documentation	corpus

# ==== Batch 64: Data Formats & Visualization ====
hdf5	code	HDF5	HDF5	HDF5	active	Hierarchical Data Format 5	corpus
vtk	code	VTK	VTK	VTK	active	Visualization Toolkit	corpus
paraview	code	ParaView	ParaView		active	Open-source visualization application	corpus
computational-mesh	concept	计算网格	computational mesh		active	General mesh for simulation	corpus
structured-mesh	concept	结构网格	structured mesh		active	Regular topology mesh	corpus
unstructured-mesh	concept	非结构网格	unstructured mesh		active	Irregular topology mesh	corpus
contour-plot	concept	等值线图	contour plot		active	Isoline/isosurface visualization	corpus
colormap	concept	色标	colormap		active	Color mapping for visualization	corpus
interpolation	method	插值	interpolation		active	Value estimation between data points	corpus
post-processing	method	后处理	post-processing		active	Analysis after simulation	corpus
rendering	method	渲染	rendering		active	Visual display generation	corpus
csv-format	concept	CSV格式	CSV format	CSV	active	Comma-Separated Values	corpus
json-format	concept	JSON格式	JSON format	JSON	active	JavaScript Object Notation	corpus
xml-format	concept	XML格式	XML format	XML	active	Extensible Markup Language	corpus
yaml-format	concept	YAML格式	YAML format	YAML	active	YAML Ain't Markup Language	corpus
netcdf	code	NetCDF	NetCDF		active	Network Common Data Form	corpus
numpy	code	NumPy	NumPy		active	Python numerical array library	corpus
scipy	code	SciPy	SciPy		active	Python scientific computing library	corpus
matplotlib	code	Matplotlib	Matplotlib		active	Python plotting library	corpus
pandas	code	Pandas	Pandas		active	Python data manipulation library	corpus
gnuplot	code	Gnuplot	Gnuplot		active	Command-line plotting tool	corpus
visit	code	VisIt	VisIt		active	LLNL visualization tool	corpus
data-pipeline	concept	数据管线	data pipeline		active	Automated data processing workflow	corpus
scatter-plot	concept	散点图	scatter plot		active	Point-based data visualization	corpus
histogram	concept	直方图	histogram		active	Frequency distribution chart	corpus

# ==== Batch 65 P0: translation dict gap fixes ====
lithium-ceramic	material	锂陶瓷	lithium ceramic		active	Blanket breeder material base concept	corpus
ceramic-pebble-bed	material	陶瓷球床	ceramic pebble bed		active	Pebble-bed structure concept	corpus
lithium-ceramic-pebble-bed	material	锂陶瓷球床	lithium ceramic pebble bed		active	Root-cause phrase for greedy translation matching gap	corpus
in-vessel	concept	堆内	in-vessel		active	General in-vessel context beyond LOCA-specific concepts	corpus
ex-vessel	concept	堆外	ex-vessel		active	General ex-vessel context beyond LOCA-specific concepts	corpus
reduced-activation	concept	低活化	reduced activation		active	General reduced-activation concept across materials	corpus
beryllium-pebble-bed	material	铍球床	beryllium pebble bed		active	Neutron multiplier pebble-bed concept	corpus
beryllium-neutron-multiplier	material	铍中子倍增剂	beryllium neutron multiplier		active	Beryllium-based neutron multiplier material concept	corpus
tungsten-armor	material	钨铠甲	tungsten armor		active	Plasma-facing tungsten protective armor layer	corpus
helium-coolant	concept	氦冷却剂	helium coolant		active	Helium as blanket/coolant working fluid	corpus
pressurized-water	concept	加压水	pressurized water		active	Coolant type concept	corpus
safety-analysis-report	doc	安全分析报告	safety analysis report	SAR	active	General safety analysis report concept	corpus

# ==== Batch 66 P1: coverage expansion concepts ====
wcpb	concept	水冷球床包层	water-cooled pebble bed	WCPB	active	Water-cooled pebble-bed blanket concept	corpus
beryllium-pebble	material	铍球	beryllium pebble		active	Beryllium multiplier pebble material	corpus
lithium-metatitanate	material	偏钛酸锂	lithium metatitanate		active	Ceramic breeder material concept (metatitanate)	corpus
lithium-metazirconate	material	偏锆酸锂	lithium metazirconate		active	Ceramic breeder material concept (metazirconate)	corpus
primary-heat-transfer	concept	一回路传热	primary heat transfer		active	Primary-loop thermal transfer concept	corpus

# ==== Batch 68: breeder material siblings ====
flibe	material	氟化锂铍	FLiBe	FLiBe	active	熔盐增殖/冷却材料 Li₂BeF₄	corpus
lithium-aluminate	material	铝酸锂	lithium aluminate		active	增殖陶瓷材料 LiAlO₂	corpus
lithium-metasilicate	material	偏硅酸锂	lithium metasilicate		active	增殖陶瓷材料 Li₂SiO₃	corpus
lithium-oxide	material	氧化锂	lithium oxide		active	经典增殖材料 Li₂O	corpus
lithium-rich-zirconate	material	富锂锆酸盐	lithium-rich zirconate		active	增殖材料 Li₈ZrO₆	corpus
breeder-material	concept	增殖材料	breeder material		active	产氚增殖材料上位概念	corpus

# ==== Batch 69: blanket segments + IFMIF ecosystem ====
multi-module-segment	system	多模块段	multi-module segment	MMS	active	DCLL/HCPB 包层模块架构	corpus
single-module-segment	system	单模块段	single-module segment	SMS	active	包层模块架构（与 MMS 成对）	corpus
lithium-target	system	锂靶	lithium target		active	IFMIF 核心组件	corpus
free-surface-lithium-target	system	自由表面锂靶	free-surface lithium target		active	IFMIF/ELTL 靶设计	corpus
eltl	device	EVEDA锂试验回路	EVEDA Lithium Test Loop	ELTL	active	IFMIF 液态锂回路验证装置	corpus
lipac	device	线性IFMIF原型加速器	Linear IFMIF Prototype Accelerator	LIPAc	active	IFMIF 加速器原型	corpus
eveda	concept	工程验证与工程设计活动	Engineering Validation and Engineering Design Activities	EVEDA	active	IFMIF 项目阶段	corpus
lithium-loop	system	锂回路	lithium loop		active	液态锂输运/净化系统	corpus
liquid-lithium-purification	concept	液态锂纯化	liquid lithium purification		active	IFMIF/ELTL 关键工艺	corpus

# ==== Batch 70: coolant + tritium supplement ====
water-coolant	concept	水冷却剂	water coolant		active	包层/偏滤器冷却工质（与 helium-coolant 对应）	corpus
coolant-purification	concept	冷却剂纯化	coolant purification		active	冷却系统配套工艺	corpus
tritium-carrier	concept	氚载体	tritium carrier		active	PbLi 等在包层中承担的氚输运角色	corpus

